AgeRange,YearsExperience,Industry,Education,Location,Salary,Modality,Gender
26-29,6,Finance,Bachelor's Degree,"Los Angeles, CA",200000,Hybrid,Female
30-33,6,Tech,Bachelor's Degree,"Salt Lake City, UT",200000,Remote,Male
26-29,3,Media,Doctorate Degree,"New York, NY",200000,Remote,LGBTQ+
18-21,1,Insurance,High School/GED,"Orlando, FL",200000,Remote,Male
26-29,3,Healthcare,Master's Degree,"Denver, CO",200000,Hybrid,Male
38-41,13,Human Resources,Bachelor's Degree,"Portland, OR",200000,Hybrid,Male
34-37,10,Tech,Master's Degree,"Seattle, WA",200000,Remote,Male
30-33,6,Consulting,Master's Degree,"Charlotte, NC",200000,Remote,Male
26-29,4,Real Estate,Bachelor's Degree,"Washington, DC",200000,Remote,Female
38-41,16,Legal,Doctorate Degree,"Philadelphia, PA",200000,Remote,Female
34-37,13,Finance,Bachelor's Degree,"New York, NY",200000,Hybrid,Female
34-37,14,Advertising,Master's Degree,"New York, NY",200000,Remote,Male
34-37,10,Advertising,Bachelor's Degree,"Detroit, MI",200000,Onsite,Male
22-25,2,Healthcare,Associate's Degree,"Boston, MA",200000,Hybrid,Male
26-29,1,Legal,Master's Degree,"New York, NY",200000,Hybrid,Male
38-41,10,Tech,Master's Degree,"Detroit, MI",200000,Remote,Male
38-41,13,Marketing,Master's Degree,"New York, NY",200000,Hybrid,Female
30-33,10,Construction,Master's Degree,"Phoenix, AZ",200000,Hybrid,Male
38-41,8,Fintech,Bachelor's Degree,"New York, NY",200000,Remote,Male
26-29,5,Banking,Bachelor's Degree,"New York, NY",200000,Hybrid,Male
26-29,5,Legal,Doctorate Degree,"New York, NY",200000,Onsite,Female
34-37,14,Finance,Doctorate Degree,"Los Angeles, CA",200000,Onsite,Male
30-33,8,Tech,Bachelor's Degree,"Austin, TX",200000,Hybrid,Male
30-33,8,Healthcare,Bachelor's Degree,"Madison, WI",200000,Onsite,Male
22-25,1,Legal,Doctorate Degree,"Washington, DC",200000,Hybrid,Female
34-37,11,Marketing,Bachelor's Degree,"Los Angeles, CA",200000,Remote,Female
26-29,7,Advertising,Bachelor's Degree,"Chicago, IL",200000,Remote,LGBTQ+
34-37,8,Entertainment,Doctorate Degree,"Los Angeles, CA",200000,Remote,Male
26-29,3,Tech,Bachelor's Degree,"San Francisco, CA",200000,Hybrid,Male
30-33,6,Entertainment,Bachelor's Degree,"Los Angeles, CA",200000,Remote,Male
22-25,3,Finance,Bachelor's Degree,"New York, NY",200000,Hybrid,Female
30-33,10,Tech,Master's Degree,"New York, NY",200000,Remote,Female
30-33,10,Retail,Bachelor's Degree,"Atlanta, GA",200000,Hybrid,Female
18-21,6,Sales,None,"Seattle, WA",198000,Remote,Female
26-29,6,Tech,Master's Degree,"San Francisco, CA",198000,Hybrid,Male
34-37,15,Healthcare,Master's Degree,"San Francisco, CA",197900,Hybrid,Male
22-25,3,Tech,Bachelor's Degree,"New York, NY",197600,Remote,Female
26-29,1,Healthcare,Master's Degree,"Chicago, IL",197500,Hybrid,Female
30-33,11,Aerospace,None,"Los Angeles, CA",196440,Onsite,Male
26-29,8,Tech,Master's Degree,"San Francisco, CA",196000,Remote,Female
42-45,18,Fashion,Bachelor's Degree,"New York, NY",196000,Hybrid,Female
42-45,16,Medical,Master's Degree,"Salt Lake City, UT",195500,Remote,Male
38-41,15,Biotech,Bachelor's Degree,"San Francisco, CA",195000,Remote,Female
38-41,15,Sales,Bachelor's Degree,"New York, NY",195000,Remote,Female
34-37,10,Fintech,Master's Degree,"Dallas, TX",195000,Remote,Female
26-29,6,Consulting,Master's Degree,"New York, NY",195000,Hybrid,Female
34-37,13,Tech,Bachelor's Degree,"New York, NY",195000,Remote,Male
38-41,10,Finance,Bachelor's Degree,"Charlotte, NC",195000,Remote,LGBTQ+
34-37,4,Tech,Master's Degree,"San Francisco, CA",195000,Remote,LGBTQ+
26-29,5,Fintech,Bachelor's Degree,"Seattle, WA",195000,Remote,Female
34-37,15,Tech,Master's Degree,"Chicago, IL",195000,Remote,Female
26-29,6,Tech,Bachelor's Degree,"San Francisco, CA",195000,Remote,Male
30-33,6,Legal,Bachelor's Degree,"New York, NY",195000,Hybrid,Female
30-33,8,Finance,Bachelor's Degree,"Miami, FL",195000,Remote,Male
26-29,5,Tech,Bachelor's Degree,"Seattle, WA",195000,Remote,Male
26-29,4,Aerospace,Master's Degree,"Seattle, WA",195000,Remote,Male
34-37,14,Marketing,Bachelor's Degree,"San Diego, CA",195000,Remote,Female
34-37,7,Tech,Bachelor's Degree,"San Francisco, CA",195000,Remote,Male
38-41,17,Pharmacy,Bachelor's Degree,"New York, NY",194000,Hybrid,Female
26-29,3,Tech,Bachelor's Degree,"New York, NY",194000,Remote,Male
34-37,10,Tech,Bachelor's Degree,"San Francisco, CA",193000,Remote,Female
30-33,8,Tech,Bachelor's Degree,"San Diego, CA",193000,Remote,Female
30-33,10,Tech,Master's Degree,"San Francisco, CA",193000,Remote,Female
26-29,5,Tech,Master's Degree,"San Francisco, CA",193000,Remote,Female
26-29,5,Tech,Master's Degree,"New York, NY",192000,Hybrid,Female
34-37,10,Media,Some College,"Los Angeles, CA",192000,Remote,Male
34-37,12,Healthcare,Master's Degree,"New York, NY",192000,Remote,Female
30-33,10,Media,Bachelor's Degree,"Los Angeles, CA",192000,Onsite,Male
34-37,16,Tech,Doctorate Degree,"Seattle, WA",190009,Remote,Female
22-25,1,Legal,Doctorate Degree,"Los Angeles, CA",190000,Remote,Female
26-29,7,Finance,Bachelor's Degree,"New York, NY",190000,Hybrid,Female
30-33,9,Consulting,Bachelor's Degree,"Boston, MA",190000,Remote,Female
34-37,12,Healthcare,Master's Degree,"Chicago, IL",190000,Remote,Male
30-33,10,Consulting,Bachelor's Degree,"Austin, TX",190000,Remote,Female
34-37,10,Finance,Master's Degree,"Dallas, TX",190000,Onsite,Female
30-33,6,Tech,Master's Degree,"San Francisco, CA",190000,Remote,Female
30-33,11,Education,Bachelor's Degree,"New York, NY",190000,Remote,Female
34-37,8,Banking,Master's Degree,"Chicago, IL",190000,Hybrid,Female
30-33,4,Tech,Doctorate Degree,"San Francisco, CA",190000,Hybrid,Female
30-33,7,Tech,Bachelor's Degree,"Seattle, WA",190000,Remote,Male
38-41,15,Consumer Goods,Master's Degree,"Atlanta, GA",190000,Hybrid,Male
26-29,5,Consulting,Bachelor's Degree,"Los Angeles, CA",190000,Hybrid,Male
26-29,4,Tech,Master's Degree,"Los Angeles, CA",190000,Remote,Female
30-33,10,Healthcare,Bachelor's Degree,"Dallas, TX",190000,Remote,Male
26-29,8,Retail,Master's Degree,"Atlanta, GA",190000,Remote,Female
42-45,15,Entertainment,Bachelor's Degree,"New York, NY",190000,Remote,Female
46+,16,Healthcare,Bachelor's Degree,"Seattle, WA",190000,Remote,Male
22-25,1,Legal,Doctorate Degree,"Pittsburgh, PA",190000,Hybrid,Female
34-37,12,Tech,Bachelor's Degree,"San Francisco, CA",190000,Remote,Male
38-41,16,Marketing,Bachelor's Degree,"Seattle, WA",190000,Hybrid,Female
34-37,8,Legal,Doctorate Degree,"Atlanta, GA",190000,Hybrid,Female
26-29,1,Legal,Doctorate Degree,"New York, NY",190000,Remote,Female
30-33,7,Consumer Goods,Bachelor's Degree,"San Jose, CA",190000,Remote,Male
26-29,7,Tech,Bachelor's Degree,"Los Angeles, CA",189000,Remote,Female
34-37,7,Tech,Associate's Degree,"New York, NY",189000,Remote,Male
34-37,10,Tech,Master's Degree,"San Francisco, CA",188500,Hybrid,Male
30-33,10,Tech,Master's Degree,"Dallas, TX",188000,Remote,Female
38-41,17,Tech,Bachelor's Degree,"Denver, CO",188000,Remote,Female
30-33,9,Healthcare,Bachelor's Degree,"San Francisco, CA",187387,Hybrid,Male
30-33,11,Tech,Bachelor's Degree,"Los Angeles, CA",187000,Remote,Female
30-33,8,Healthcare,Bachelor's Degree,"San Jose, CA",187000,Onsite,Male
26-29,6,Tech,Master's Degree,"San Francisco, CA",187000,Remote,Female
26-29,6,Consulting,Master's Degree,"New York, NY",187000,Remote,Male
30-33,1,Healthcare,Doctorate Degree,"San Francisco, CA",186992,Remote,Female
26-29,3,Tech,Master's Degree,"San Francisco, CA",186565,Hybrid,Female
38-41,15,Advertising,Bachelor's Degree,"Philadelphia, PA",186000,Remote,Male
26-29,6,Tech,Master's Degree,"San Francisco, CA",185000,Remote,Female
34-37,14,Consulting,Master's Degree,"New York, NY",185000,Hybrid,Female
26-29,5,Consulting,Master's Degree,"Chicago, IL",185000,Remote,Male
26-29,5,Banking,Bachelor's Degree,"Cleveland, OH",185000,Hybrid,Female
34-37,12,Healthcare,Bachelor's Degree,"New York, NY",185000,Remote,Female
34-37,15,Tech,Bachelor's Degree,"Washington, DC",185000,Remote,Female
30-33,7,Tech,Doctorate Degree,"San Jose, CA",185000,Hybrid,Male
26-29,7,Tech,Bachelor's Degree,"New York, NY",185000,Hybrid,Female
22-25,2,Consulting,Bachelor's Degree,"New York, NY",185000,Hybrid,Female
30-33,11,Media,Bachelor's Degree,"New York, NY",185000,Hybrid,LGBTQ+
34-37,11,Tech,Master's Degree,"Boston, MA",185000,Hybrid,Male
30-33,11,Tech,Bachelor's Degree,"San Francisco, CA",185000,Remote,Female
22-25,4,Consulting,Master's Degree,"Miami, FL",185000,Remote,Female
38-41,15,Tech,Master's Degree,"San Francisco, CA",185000,Remote,Female
30-33,7,Media,Bachelor's Degree,"San Francisco, CA",185000,Remote,Female
30-33,9,Advertising,Bachelor's Degree,"New York, NY",185000,Remote,Female
26-29,4,Fintech,Bachelor's Degree,"San Francisco, CA",185000,Remote,Male
34-37,8,Legal,Doctorate Degree,"Seattle, WA",185000,Hybrid,Female
30-33,5,Healthcare,Associate's Degree,"Sacramento, CA",185000,Hybrid,Female
30-33,12,Consulting,Bachelor's Degree,"Washington, DC",185000,Hybrid,Male
30-33,10,Tech,Master's Degree,"New York, NY",185000,Remote,Male
22-25,3,Tech,Bachelor's Degree,"San Francisco, CA",185000,Remote,Male
26-29,5,Tech,Bachelor's Degree,"New York, NY",185000,Remote,Female
26-29,8,Tech,Bachelor's Degree,"New York, NY",185000,Remote,Female
30-33,9,Pharmacy,Bachelor's Degree,"Boston, MA",185000,Hybrid,Male
22-25,2,Healthcare,Bachelor's Degree,"Los Angeles, CA",185000,Remote,Male
34-37,7,Tech,Master's Degree,"San Jose, CA",185000,Remote,Male
26-29,3,Consulting,Bachelor's Degree,"Chicago, IL",185000,Hybrid,Female
26-29,7,Tech,Bachelor's Degree,"San Francisco, CA",185000,Remote,Male
30-33,6,Consulting,Bachelor's Degree,"San Francisco, CA",185000,Hybrid,Male
26-29,3,Tech,Bachelor's Degree,"Boston, MA",185000,Remote,Male
26-29,8,Engineering,Bachelor's Degree,"San Francisco, CA",185000,Remote,Male
30-33,8,Marketing,Bachelor's Degree,"San Francisco, CA",185000,Hybrid,Female
30-33,7,Pharmacy,Master's Degree,"New York, NY",185000,Remote,Female
26-29,5,Finance,Bachelor's Degree,"New York, NY",185000,Hybrid,Male
34-37,13,Tech,Bachelor's Degree,"San Francisco, CA",185000,Remote,Male
26-29,5,Tech,Bachelor's Degree,"Seattle, WA",184240,Remote,Female
30-33,7,Consulting,Master's Degree,"New York, NY",184000,Hybrid,Male
34-37,12,Tech,Bachelor's Degree,"New York, NY",184000,Onsite,Female
26-29,4,Automotive,Bachelor's Degree,"Pittsburgh, PA",183000,Hybrid,Female
34-37,11,Consulting,Master's Degree,"New York, NY",183000,Remote,Female
30-33,9,Telecommunications,Bachelor's Degree,"Dallas, TX",182967,Remote,Male
34-37,15,Tech,Bachelor's Degree,"Seattle, WA",182000,Hybrid,Female
34-37,7,Consulting,Bachelor's Degree,"Atlanta, GA",182000,Remote,Male
38-41,16,Consulting,Associate's Degree,"New York, NY",182000,Hybrid,Female
34-37,13,Biotech,Bachelor's Degree,"San Francisco, CA",182000,Remote,Female
30-33,8,Real Estate,Bachelor's Degree,"Raleigh, NC",182000,Remote,Male
34-37,11,Consulting,Master's Degree,"Washington, DC",181100,Remote,Male
30-33,8,Telecommunications,Master's Degree,"New York, NY",181000,Hybrid,Male
26-29,4,Logistics,Bachelor's Degree,"Washington, DC",181000,Remote,Female
22-25,1,Legal,Doctorate Degree,"Raleigh, NC",181000,Remote,Female
30-33,9,Banking,Bachelor's Degree,"New York, NY",180000,Hybrid,Female
34-37,10,Tech,Bachelor's Degree,"New York, NY",180000,Remote,Female
30-33,10,Tech,Bachelor's Degree,"San Francisco, CA",180000,Remote,Female
26-29,6,Fintech,Bachelor's Degree,"Seattle, WA",180000,Remote,Female
22-25,3,Tech,Bachelor's Degree,"San Francisco, CA",180000,Hybrid,Female
30-33,5,Healthcare,Doctorate Degree,"Las Vegas, NV",180000,Onsite,Female
22-25,2,Tech,Bachelor's Degree,"Seattle, WA",180000,Remote,Female
34-37,7,Finance,Doctorate Degree,"New York, NY",180000,Hybrid,Female
22-25,2,Tech,Bachelor's Degree,"New York, NY",180000,Remote,Female
34-37,13,Accounting,Master's Degree,"Chicago, IL",180000,Hybrid,Male
30-33,10,Tech,Bachelor's Degree,"New York, NY",180000,Remote,Male
26-29,3,Tech,Master's Degree,"San Francisco, CA",180000,Remote,Male
26-29,8,Automotive,Associate's Degree,"Washington, DC",180000,Onsite,Male
26-29,7,Tech,Bachelor's Degree,"New York, NY",180000,Remote,Male
34-37,15,Healthcare,Doctorate Degree,"Chicago, IL",180000,Hybrid,Male
30-33,6,Finance,Master's Degree,"New York, NY",180000,Remote,Female
26-29,4,Consulting,Bachelor's Degree,"New York, NY",180000,Remote,Female
38-41,17,Tech,Bachelor's Degree,"Atlanta, GA",180000,Remote,Female
26-29,5,Tech,Bachelor's Degree,"San Francisco, CA",180000,Remote,Male
30-33,5,Tech,Bachelor's Degree,"San Francisco, CA",180000,Remote,Female
42-45,14,Tech,Some College,"Austin, TX",180000,Remote,Female
30-33,9,Finance,Bachelor's Degree,"New York, NY",180000,Hybrid,Male
38-41,16,Consumer Goods,Bachelor's Degree,"San Francisco, CA",180000,Hybrid,Female
30-33,9,Marketing,Master's Degree,"New York, NY",180000,Remote,Male
26-29,6,Tech,Bachelor's Degree,"New York, NY",180000,Remote,Female
26-29,6,Marketing,Bachelor's Degree,"New York, NY",180000,Remote,Female
26-29,3,Pharmacy,Bachelor's Degree,"San Diego, CA",180000,Hybrid,Female
34-37,12,Fintech,None,"Chicago, IL",180000,Remote,Female
26-29,8,Tech,Bachelor's Degree,"Dallas, TX",180000,Remote,Male
30-33,7,Consulting,Master's Degree,"Los Angeles, CA",180000,Remote,Female
22-25,5,Tech,Bachelor's Degree,"San Francisco, CA",180000,Remote,Male
30-33,8,Tech,Bachelor's Degree,"San Francisco, CA",180000,Remote,Female
34-37,5,Healthcare,Doctorate Degree,"San Francisco, CA",180000,Hybrid,Female
30-33,8,Tech,Master's Degree,"Austin, TX",180000,Remote,Male
38-41,7,Tech,Bachelor's Degree,"San Jose, CA",180000,Remote,Male
30-33,10,Marketing,Bachelor's Degree,"Los Angeles, CA",180000,Remote,Female
30-33,11,Tech,Bachelor's Degree,"New York, NY",180000,Hybrid,Female
30-33,7,Consulting,Master's Degree,"Washington, DC",180000,Remote,Male
34-37,10,Tech,Bachelor's Degree,"New York, NY",180000,Remote,Female
26-29,5,Marketing,Master's Degree,"San Francisco, CA",180000,Remote,Female
34-37,10,Tech,Associate's Degree,"Richmond, VA",180000,Remote,Male
22-25,3,Construction,Bachelor's Degree,"St. Louis, MO",180000,Onsite,Male
26-29,7,Finance,Bachelor's Degree,"Philadelphia, PA",180000,Remote,Female
30-33,14,Tech,Some College,"San Francisco, CA",180000,Remote,Male
30-33,4,Biotech,Doctorate Degree,"San Francisco, CA",180000,Hybrid,Female
30-33,8,Consulting,Master's Degree,"New York, NY",180000,Remote,Female
30-33,11,Tech,Bachelor's Degree,"Irvine, CA",180000,Remote,Male
30-33,11,Tech,Bachelor's Degree,"Seattle, WA",180000,Remote,Female
26-29,8,Sales,Associate's Degree,"Washington, DC",180000,Onsite,Male
26-29,7,Tech,Bachelor's Degree,"New York, NY",180000,Hybrid,Male
22-25,1,Legal,Doctorate Degree,"New York, NY",180000,Remote,Female
30-33,11,Finance,Master's Degree,"Philadelphia, PA",180000,Hybrid,Male
22-25,2,Tech,Bachelor's Degree,"San Francisco, CA",180000,Remote,Male
30-33,5,Healthcare,Doctorate Degree,"San Francisco, CA",180000,Remote,LGBTQ+
26-29,8,Tech,Bachelor's Degree,"Portland, OR",180000,Remote,Male
46+,7,Real Estate,Trade/Vocational,"Seattle, WA",180000,Hybrid,Female
26-29,6,Tech,Bachelor's Degree,"Seattle, WA",180000,Remote,Female
18-21,1,Real Estate,Bachelor's Degree,"New York, NY",180000,Remote,Male
26-29,8,Tech,Bachelor's Degree,"San Francisco, CA",180000,Remote,Female
42-45,10,Pharmacy,Bachelor's Degree,"Tampa, FL",180000,Remote,Male
26-29,7,Marketing,Bachelor's Degree,"Los Angeles, CA",180000,Remote,Female
26-29,5,Tech,Bachelor's Degree,"San Francisco, CA",179000,Remote,Male
26-29,9,Tech,Master's Degree,"New York, NY",178000,Remote,Female
22-25,1,Healthcare,Master's Degree,"Charlotte, NC",178000,Hybrid,Male
34-37,12,Marketing,Master's Degree,"San Francisco, CA",178000,Hybrid,Male
42-45,12,Consulting,Master's Degree,"Chicago, IL",177000,Remote,Female
30-33,9,Tech,Bachelor's Degree,"New York, NY",176000,Hybrid,Male
26-29,5,Healthcare,Bachelor's Degree,"Seattle, WA",176000,Hybrid,Female
26-29,7,Consulting,Master's Degree,"New York, NY",176000,Hybrid,Male
22-25,3,Tech,Bachelor's Degree,"San Francisco, CA",176000,Remote,Female
26-29,2,Tech,Doctorate Degree,"Los Angeles, CA",175000,Remote,Female
22-25,3,Consulting,Master's Degree,"New York, NY",175000,Remote,Female
30-33,3,Food,Some College,"Houston, TX",175000,Hybrid,Female
26-29,4,Finance,Bachelor's Degree,"New York, NY",175000,Onsite,Female
30-33,9,Finance,Bachelor's Degree,"Dallas, TX",175000,Hybrid,Male
26-29,2,Finance,Master's Degree,"New York, NY",175000,Hybrid,Male
22-25,3,Consulting,Bachelor's Degree,"Los Angeles, CA",175000,Remote,Male
38-41,15,Sales,Master's Degree,"New York, NY",175000,Remote,Male
26-29,8,Insurance,Bachelor's Degree,"San Francisco, CA",175000,Remote,Male
26-29,5,Tech,Bachelor's Degree,"San Francisco, CA",175000,Remote,Male
26-29,3,Tech,Bachelor's Degree,"San Francisco, CA",175000,Remote,Male
38-41,10,Tech,Master's Degree,"San Francisco, CA",175000,Remote,Female
42-45,8,Tech,Associate's Degree,"Atlanta, GA",175000,Remote,Female
26-29,8,Insurance,Bachelor's Degree,"San Francisco, CA",175000,Hybrid,Female
26-29,7,Sales,Bachelor's Degree,"Washington, DC",175000,Hybrid,Female
30-33,9,Oil And Gas,Bachelor's Degree,"Houston, TX",175000,Onsite,Female
30-33,10,Entertainment,Master's Degree,"Los Angeles, CA",175000,Remote,Female
34-37,12,Pharmacy,Master's Degree,"Philadelphia, PA",175000,Remote,Male
26-29,5,Consulting,Master's Degree,"Boston, MA",175000,Hybrid,Male
30-33,8,Defense,Bachelor's Degree,"New York, NY",175000,Hybrid,Female
30-33,10,Tech,Bachelor's Degree,"New York, NY",175000,Remote,Female
30-33,11,Advertising,Bachelor's Degree,"New York, NY",175000,Remote,Female
22-25,3,Banking,Bachelor's Degree,"New York, NY",175000,Hybrid,Female
22-25,1,Finance,Bachelor's Degree,"New York, NY",175000,Onsite,Male
38-41,15,Tech,Bachelor's Degree,"Denver, CO",175000,Remote,Male
22-25,3,Banking,Bachelor's Degree,"New York, NY",175000,Hybrid,Female
38-41,5,Marketing,Some College,"Tampa, FL",175000,Onsite,Male
22-25,4,Banking,Bachelor's Degree,"New York, NY",175000,Hybrid,Male
34-37,11,Pharmacy,Bachelor's Degree,"Austin, TX",175000,Remote,Female
22-25,5,Real Estate,Bachelor's Degree,"Los Angeles, CA",175000,Remote,Male
38-41,7,Tech,Bachelor's Degree,"Seattle, WA",175000,Remote,Female
22-25,4,Tech,Bachelor's Degree,"Los Angeles, CA",175000,Remote,Female
26-29,6,Tech,Bachelor's Degree,"Seattle, WA",175000,Remote,Female
30-33,7,Consulting,Master's Degree,"Chicago, IL",175000,Hybrid,Male
26-29,1,Legal,Doctorate Degree,"Seattle, WA",175000,Remote,Male
30-33,2,Oil And Gas,Master's Degree,"Houston, TX",175000,Onsite,Male
26-29,5,Finance,Bachelor's Degree,"New York, NY",175000,Hybrid,Male
26-29,5,Consulting,Bachelor's Degree,"New York, NY",175000,Remote,Female
30-33,8,Legal,Doctorate Degree,"Cincinnati, OH",175000,Onsite,Male
34-37,10,Marketing,Bachelor's Degree,"Los Angeles, CA",175000,Remote,Male
26-29,6,Tech,Bachelor's Degree,"San Francisco, CA",175000,Remote,Female
22-25,3,Finance,Bachelor's Degree,"New York, NY",175000,Remote,Male
22-25,1,Consulting,Doctorate Degree,"Charlotte, NC",175000,Onsite,Female
22-25,3,Tech,Bachelor's Degree,"New York, NY",175000,Remote,Female
30-33,4,Legal,Doctorate Degree,"New York, NY",175000,Hybrid,Female
30-33,9,Marketing,Bachelor's Degree,"New York, NY",175000,Remote,Female
30-33,11,Sales,Bachelor's Degree,"New York, NY",175000,Remote,Female
30-33,10,Tech,Bachelor's Degree,"New York, NY",175000,Remote,Female
38-41,15,Finance,Master's Degree,"New York, NY",175000,Hybrid,Female
22-25,4,Finance,Bachelor's Degree,"New York, NY",175000,Hybrid,Male
26-29,8,Media,Some College,"New York, NY",175000,Remote,Female
34-37,12,Tech,Bachelor's Degree,"Los Angeles, CA",175000,Remote,Male
22-25,2,Tech,Master's Degree,"Seattle, WA",175000,Hybrid,Male
26-29,7,Engineering,Bachelor's Degree,"New York, NY",175000,Remote,Male
26-29,3,Tech,Bachelor's Degree,"Columbus, OH",175000,Remote,Female
